symbol,gene_id,treatment_splicing_P,treatment_over_time_splicing_P
zormin,FBgn0052311,0.004340981,0.430643103
Sin3A,FBgn0022764,0.999927592,0.430735106
IKKbeta,FBgn0024222,0.398571662,0.430983015
lectin-46Ca,FBgn0040093,0.180222951,0.431396123
CG2662,FBgn0024993,0.896952891,0.431418722
Rab4,FBgn0016701,0.067432977,0.43158199
nito,FBgn0027548,0.021459805,0.431672535
CG5022,FBgn0032225,0.742104453,0.4317218
CG42237,FBgn0250862,0.158308424,0.431943752
Dmtn,FBgn0037443,0.016380237,0.432202353
Rdl,FBgn0004244,0.999067798,0.432320814
CG15537,FBgn0039770,0.032214239,0.432577035
CtBP,FBgn0020496,0.164785136,0.43262935
Cp1,FBgn0013770,0.395904368,0.432786643
CG1785,FBgn0030061,0.144253708,0.432977046
sNPF,FBgn0032840,0.021240296,0.433004596
CG18130,FBgn0030359,0.442268753,0.433384118
CG9667,FBgn0037550,0.82034987,0.433669417
Imp,FBgn0285926,0.64156431,0.43368336
Jheh2,FBgn0034405,0.01885152,0.434013439
sand,FBgn0033257,0.344139155,0.434065198
GalT1,FBgn0053145,0.409311967,0.434160898
CG30083,FBgn0050083,0.063463898,0.434377963
CG6966,FBgn0038286,0.038303269,0.434439616
PGRP-LE,FBgn0030695,0.635369227,0.434520035
mib2,FBgn0086442,0.787021042,0.434774324
Cyp6a23,FBgn0033978,0.087370633,0.435080164
CG33993,FBgn0053993,0.438048407,0.435682997
CG7154,FBgn0031947,0.09111579,0.43584202
CG8272,FBgn0033337,0.707672292,0.435892737
Alg10,FBgn0052076,0.018534524,0.436052744
f-cup,FBgn0028487,0.997753167,0.436066856
CG7881,FBgn0033048,0.778169996,0.436138588
CG42265,FBgn0259150,0.891669243,0.436488277
CG6356,FBgn0039178,0.678788844,0.436676092
Zip71B,FBgn0036461,0.001646297,0.436695023
CR43973,FBgn0264704,0.367643049,0.436830097
CG8180,FBgn0034021,0.970694767,0.436884884
rdgC,FBgn0265959,0.863545357,0.436929584
CG16739,FBgn0034505,0.520846318,0.437260322
CR33218,FBgn0053218,0.991442093,0.437338356
CG13663,FBgn0039291,0.010069714,0.43796133
Dh44,FBgn0012344,0.226076182,0.438141842
CG6404,FBgn0027615,0.159797663,0.438152662
CG1468,FBgn0030157,0.216453183,0.438200167
CG6808,FBgn0037921,0.672479599,0.438576583
plh,FBgn0037292,0.097907469,0.438834111
CanB2,FBgn0015614,0.527730667,0.438873263
Irk1,FBgn0265042,0.074457988,0.438881102
Ccn,FBgn0052183,0.001946308,0.438990122
scf,FBgn0025682,0.018883778,0.439241276
CG33144,FBgn0053144,0.855205126,0.439499683
CG17186,FBgn0038741,0.038056972,0.439868185
pnt,FBgn0003118,0.481621379,0.441270726
eIF2Bgamma,FBgn0034029,0.517397909,0.441413533
CG8908,FBgn0034493,0.994154238,0.441512011
pgant2,FBgn0031530,0.870577244,0.441619167
CG18273,FBgn0029525,0.005007752,0.441774338
CG2211,FBgn0035211,0.694731446,0.442064782
Sac1,FBgn0283500,0.362151482,0.442117579
Epg5,FBgn0038651,0.011819754,0.442320835
Vamp7,FBgn0266186,0.239498141,0.442329228
Tsp66E,FBgn0035936,0.002604774,0.442545541
CG17974,FBgn0034624,0.337985108,0.442689351
CG4576,FBgn0038366,0.478729518,0.442763407
Manf,FBgn0027095,0.217617959,0.442927412
cyc,FBgn0023094,0.183234826,0.442937793
Cdk7,FBgn0263237,0.553426342,0.44299142
CG6154,FBgn0039420,0.335912349,0.443054335
Rab23,FBgn0037364,0.150621505,0.443359605
CG43143,FBgn0262617,0.015406545,0.443434048
Tsp42Eh,FBgn0033129,0.622731612,0.444029081
CG4968,FBgn0032214,0.367609746,0.44404084
Fhos,FBgn0266084,0.353678855,0.444137458
Adi1,FBgn0052068,0.587325889,0.444234306
Fibp,FBgn0036911,0.154605257,0.444269757
koi,FBgn0265003,0.949997392,0.444358505
CG30020,FBgn0050020,0.435852058,0.444360447
Ack-like,FBgn0263998,0.610105886,0.44448068
CG17841,FBgn0028480,0.608782509,0.444483308
ttv,FBgn0265974,0.8097378,0.444594652
CG13458,FBgn0036479,0.215747354,0.444600983
apolpp,FBgn0087002,0.456319494,0.44479489
CG5379,FBgn0038956,0.091790896,0.445067734
CG17378,FBgn0031858,0.054933234,0.44509347
Sap-r,FBgn0000416,0.804485767,0.445250701
CG3812,FBgn0030421,0.249145524,0.44534344
ninaG,FBgn0037896,0.82221669,0.44547738
Whamy,FBgn0037750,0.947522362,0.445478261
fd59A,FBgn0004896,0.683855927,0.445565127
CG13707,FBgn0035578,0.206238918,0.445686473
obst-E,FBgn0031737,0.920971488,0.445693262
Gyc88E,FBgn0038295,0.847476403,0.445722046
Tsp3A,FBgn0040334,0.51047351,0.44582653
kn,FBgn0001319,0.365268896,0.445921713
to,FBgn0039298,0.932238244,0.446063743
CG8207,FBgn0034035,0.852659242,0.446765164
CG32795,FBgn0040384,0.42331593,0.446797486
Osi9,FBgn0037416,0.175647178,0.44698053
Ge-1,FBgn0283682,0.371287208,0.447130025
CG4936,FBgn0038768,0.011337628,0.447283909
CG11319,FBgn0031835,0.064451981,0.447450014
CG7829,FBgn0039703,0.109830977,0.447928032
fry,FBgn0016081,0.387056352,0.448258441
dan,FBgn0039286,0.034919217,0.448400527
Rab27,FBgn0025382,0.169753776,0.448743824
CG16974,FBgn0032479,0.000823452,0.448932847
p120ctn,FBgn0260799,0.031444593,0.449149032
CR43716,FBgn0263869,0.984477058,0.449496318
BRWD3,FBgn0011785,0.379775072,0.449968932
Ir76a,FBgn0260874,0.293669364,0.450011171
HPS4,FBgn0034261,0.567177961,0.450198191
grau,FBgn0001133,0.084409032,0.450496862
Edc3,FBgn0036735,0.763411661,0.450627783
Lpin,FBgn0263593,0.992847681,0.450956623
BTBD9,FBgn0030228,0.383442296,0.451031651
CG1969,FBgn0039690,0.155240684,0.451233977
dnt,FBgn0024245,0.702596699,0.451343192
CG6106,FBgn0030914,0.221130296,0.451418665
CG6841,FBgn0036828,0.997934404,0.451499823
RpL13,FBgn0011272,0.697377206,0.45158918
CG33460,FBgn0053460,0.095999895,0.451621827
sigmar,FBgn0034894,0.012284829,0.451713864
CG5359,FBgn0037773,0.136563443,0.451737343
Galk,FBgn0263199,0.000967717,0.452258238
CG8034,FBgn0031011,0.526427288,0.452686014
Myt1,FBgn0040298,0.43281154,0.452765491
CG4332,FBgn0030456,0.930081041,0.453004298
trbl,FBgn0028978,0.072367874,0.453134804
Tsp42En,FBgn0033135,0.470361158,0.453191672
Ptp52F,FBgn0034085,0.863773773,0.453463724
CG42784,FBgn0263354,0.043489934,0.453556004
Amph,FBgn0027356,0.593397186,0.453892287
Syx16,FBgn0031106,0.887369993,0.453905366
Dgk,FBgn0085390,0.924886278,0.454067647
metro,FBgn0050021,0.20643021,0.454270758
CG17508,FBgn0039970,0.059760042,0.454831738
COX8,FBgn0263911,0.949462479,0.454978035
NPF,FBgn0027109,0.478520726,0.455624516
EloB,FBgn0023212,0.850363119,0.456088305
tsl,FBgn0003867,0.776447525,0.456180045
Surf1,FBgn0029117,0.201711886,0.45618962
CG8003,FBgn0036096,0.72303489,0.456619229
CG12112,FBgn0030048,0.029171404,0.456674304
CG6700,FBgn0032305,0.875474154,0.456827894
DIP-epsilon,FBgn0259714,0.816333476,0.456903275
CG14814,FBgn0023515,0.160953842,0.457035957
Fer3HCH,FBgn0030449,0.008405903,0.457230853
CG14518,FBgn0039621,0.001494929,0.45746295
CG7006,FBgn0039233,0.454302573,0.457528792
mab-21,FBgn0029003,0.722902768,0.457591153
mEFTu2,FBgn0033184,0.370331972,0.457655969
CG1773,FBgn0033439,0.370331972,0.457655969
DCTN5-p25,FBgn0040228,0.370331972,0.457655969
Cpr47Ea,FBgn0033597,0.079297272,0.457719801
ewg,FBgn0005427,0.784278667,0.457950118
CG43273,FBgn0262962,0.418702253,0.458147483
CG1265,FBgn0035517,0.199862178,0.458328647
MED23,FBgn0034795,0.64318122,0.458495296
DCX-EMAP,FBgn0259099,0.019238856,0.458682026
verm,FBgn0261341,0.703149852,0.458952611
CG14837,FBgn0035797,0.059733505,0.459047445
ham,FBgn0045852,0.481780657,0.459058479
eag,FBgn0000535,0.651172296,0.459315399
Dh31,FBgn0032048,0.68209834,0.459424031
mRpS17,FBgn0034986,0.146406602,0.459530991
CG31388,FBgn0051388,0.499981765,0.459637427
Nsun2,FBgn0026079,0.025809922,0.459661162
Zfrp8,FBgn0021875,0.842543132,0.459931817
CG8042,FBgn0027554,0.897345318,0.460064084
jing,FBgn0086655,0.599268693,0.460313527
phm,FBgn0004959,0.316139742,0.460377757
CG18547,FBgn0037973,0.195573415,0.460575624
AP-2sigma,FBgn0043012,0.334936395,0.461050521
MED10,FBgn0036581,0.550945962,0.461279922
CG5535,FBgn0036764,0.975087583,0.461741252
Smr,FBgn0265523,0.098632028,0.461935659
CG7255,FBgn0036493,0.497772619,0.461969403
CG11723,FBgn0031391,0.080978436,0.462239131
Sytalpha,FBgn0261089,0.70506232,0.462474845
sl,FBgn0003416,0.651271412,0.462513237
sxe2,FBgn0038398,0.597341862,0.462656186
CG5445,FBgn0030838,0.268368748,0.462669562
CG4115,FBgn0038017,0.987670626,0.462834244
CG31441,FBgn0051441,0.284642789,0.46285329
CG14701,FBgn0037883,0.437424229,0.462858849
mRNA-cap,FBgn0030556,0.009471434,0.462875642
GstE14,FBgn0033817,0.427867559,0.463484455
NSD,FBgn0039559,0.99147197,0.463507578
CG15161,FBgn0032692,0.13219978,0.463614555
CG4598,FBgn0032160,0.234092959,0.463678769
CG10562,FBgn0039326,0.860937355,0.463804733
CG2641,FBgn0037518,0.890959835,0.4639277
klg,FBgn0017590,0.979107761,0.464056344
CG14314,FBgn0038581,0.778389151,0.464390635
beat-VI,FBgn0039584,0.516665275,0.464466079
NELF-B,FBgn0027553,0.680846183,0.464508132
Calx,FBgn0013995,0.966207455,0.464661548
rdgBbeta,FBgn0027872,0.393301776,0.464735717
CG18507,FBgn0028527,0.286985887,0.465112803
SH3PX1,FBgn0040475,0.545386938,0.465196907
a5,FBgn0011294,0.768997978,0.465342395
Octbeta1R,FBgn0038980,0.508498584,0.465522224
CG15497,FBgn0038894,0.021527393,0.465529019
Lip4,FBgn0032264,0.637333628,0.465915626
nompB,FBgn0016919,0.754436668,0.465933809
CG1791,FBgn0030163,0.406530474,0.465970555
Lrrk,FBgn0038816,0.631852474,0.466035423
CG15506,FBgn0039686,0.790570173,0.466367314
tup,FBgn0003896,0.673597788,0.466409881
SmydA-3,FBgn0262599,0.724084885,0.467399711
Lcp65Ac,FBgn0020642,0.782869909,0.467402603
CG31064,FBgn0051064,0.679107555,0.467517346
v,FBgn0003965,0.001440382,0.467699384
CG4847,FBgn0034229,0.143195722,0.467809039
Hmu,FBgn0015737,0.011689433,0.467884823
CG17019,FBgn0033783,0.835077687,0.468104474
CG16817,FBgn0037728,0.834418611,0.46815109
CG34376,FBgn0085405,0.81331107,0.468426567
TfIIFalpha,FBgn0010282,0.226905175,0.468797633
CR32582,FBgn0052582,0.971183347,0.469118767
Aplip1,FBgn0040281,0.415458327,0.469176359
AGBE,FBgn0053138,0.134430266,0.469194897
CG5676,FBgn0032200,0.06812259,0.469258632
CG10778,FBgn0029980,0.905848029,0.469535612
AOX3,FBgn0038349,0.479511863,0.469828026
PUS1,FBgn0038811,0.459119154,0.46988369
CG9279,FBgn0036882,0.129650995,0.470755186
SamDC,FBgn0019932,0.06977133,0.471028775
CR43461,FBgn0263415,0.099543107,0.471036183
RpL7,FBgn0005593,0.073548242,0.471266687
Cln3,FBgn0036756,0.777427881,0.471328326
CG32450,FBgn0052450,0.88218486,0.471549755
CG3226,FBgn0029882,0.007157544,0.471570682
kek3,FBgn0028370,0.116170247,0.471683601
CG2556,FBgn0030396,0.404682475,0.471747155
CG11970,FBgn0027503,0.940907505,0.471866748
l(1)G0320,FBgn0028327,0.564186723,0.472211851
muskelin,FBgn0033757,0.75357478,0.472477685
CG33939,FBgn0047095,0.448899908,0.472525013
Irk3,FBgn0032706,0.187067923,0.47273019
ush,FBgn0003963,0.549938183,0.472786568
CG32576,FBgn0052576,0.10121815,0.473025665
U26,FBgn0027780,0.069431938,0.473053494
Mitf,FBgn0263112,0.427893614,0.473250242
GstZ1,FBgn0037696,0.554311958,0.473268319
CG46338,FBgn0285962,0.640666825,0.473301198
Capa,FBgn0039722,0.893716298,0.473666447
CG7536,FBgn0030890,0.004199358,0.473862092
CG42741,FBgn0261705,0.795943448,0.473899731
DAAM,FBgn0025641,0.553679749,0.47410809
CG13016,FBgn0033899,0.204616114,0.474373517
CG33296,FBgn0053296,0.365462118,0.474398815
CG14411,FBgn0030582,0.638734364,0.474454063
Tango4,FBgn0030365,0.237975641,0.474526742
SMC1,FBgn0040283,0.270093557,0.475118584
CG6938,FBgn0036235,0.454268623,0.475232233
CG10073,FBgn0034440,0.696980717,0.475374993
Dop2R,FBgn0053517,0.280914307,0.475487466
Set2,FBgn0030486,0.435556773,0.475623631
Not10,FBgn0260444,0.557827891,0.475707941
CG12868,FBgn0033945,0.005234082,0.475931787
fend,FBgn0030090,0.965389812,0.476468676
Slip1,FBgn0024728,0.901396627,0.476566396
CG7741,FBgn0033615,0.973529131,0.47749657
NijC,FBgn0038079,0.17387981,0.477502549
CG15270,FBgn0028879,0.992817045,0.477920749
CG4038,FBgn0011824,0.217814431,0.477981173
Pex6,FBgn0033564,0.846829155,0.478123871
wat,FBgn0039620,0.972165758,0.478638001
CG8654,FBgn0034479,0.327731817,0.478686611
CG12768,FBgn0037206,0.893543594,0.478735815
Cog3,FBgn0031536,0.209604451,0.478821754
CycY,FBgn0032378,0.831642598,0.479434145
CG8397,FBgn0034066,0.788125219,0.479443771
ear,FBgn0026441,0.275683469,0.479476434
CG10194,FBgn0032790,0.489140861,0.479602893
Rbcn-3A,FBgn0023458,0.935293863,0.479821161
CG13760,FBgn0040375,0.41507686,0.479864084
I-2,FBgn0028429,0.343826213,0.479990836
CG17754,FBgn0030114,0.333556886,0.480068082
Usp15-31,FBgn0050421,0.027305244,0.480127588
fzr,FBgn0262699,0.718044517,0.480296392
CG10802,FBgn0029664,0.485330379,0.480335841
CG12863,FBgn0033948,0.919794608,0.480506903
Oamb,FBgn0024944,0.812139896,0.480677223
sno,FBgn0265630,0.24575376,0.480689669
Cyp301a1,FBgn0033753,0.515229287,0.480858801
Gbs-70E,FBgn0036428,0.426310707,0.480904359
CG32756,FBgn0052756,0.059432802,0.48110178
Taz,FBgn0026619,0.812641682,0.48178876
oc,FBgn0004102,0.986802913,0.481825611
Shroom,FBgn0085408,0.688132553,0.481846037
chas,FBgn0263258,0.831121069,0.481883103
Cpr11B,FBgn0030398,0.439183547,0.48257825
CG32195,FBgn0052195,0.06189157,0.482726552
ND-30,FBgn0266582,0.989258927,0.483075824
Lap1,FBgn0033984,0.600276827,0.483105208
CG14797,FBgn0029587,0.107751831,0.483354723
Faf2,FBgn0025608,0.833237699,0.483725495
su(f),FBgn0003559,0.472156443,0.483892971
CG34409,FBgn0085438,0.986626699,0.484759384
Hk,FBgn0263220,0.478394012,0.48516316
Rga,FBgn0017550,0.448180457,0.485744797
CG9422,FBgn0033092,0.559057003,0.485887922
Myo28B1,FBgn0040299,0.105376515,0.48595914
CG1578,FBgn0030336,0.812279873,0.486021021
capt,FBgn0261458,0.89291234,0.486038347
CR44206,FBgn0265104,0.876186243,0.486094865
ValRS,FBgn0027079,0.693557439,0.486132803
Pcf11,FBgn0264962,0.713025446,0.486304442
CG12547,FBgn0250830,0.019120182,0.486966014
cdc14,FBgn0031952,0.014960726,0.48706872
CG17684,FBgn0263780,0.850948994,0.487161134
CG9947,FBgn0030752,0.881719026,0.48716805
SLC22A,FBgn0037140,0.902005987,0.487192502
CG30389,FBgn0050389,0.943025398,0.487499113
cv-c,FBgn0285955,0.957745107,0.487516572
CG6321,FBgn0036117,0.310882474,0.487615678
su(r),FBgn0086450,0.491007442,0.487719573
Rox8,FBgn0005649,0.024704683,0.487743289
Btk29A,FBgn0003502,0.804252151,0.4878362
CR43904,FBgn0264505,0.437945725,0.488006932
CG4324,FBgn0034956,0.56347446,0.488021135
CG6724,FBgn0032298,0.443792924,0.488166516
THADA,FBgn0031077,0.602500437,0.488254259
Klp31E,FBgn0032243,0.743741694,0.488463586
vers,FBgn0011335,0.759566286,0.488528513
tut,FBgn0052364,0.486497501,0.488664945
CG14196,FBgn0031002,0.277126312,0.488674263
salm,FBgn0261648,0.87015086,0.489024668
trem,FBgn0038767,0.012923185,0.489062949
Idh,FBgn0001248,0.514835759,0.48967311
CG10543,FBgn0034570,0.026630393,0.489774008
CG33978,FBgn0053978,0.409920148,0.489784097
Arl6,FBgn0034446,0.872744282,0.489951854
rt,FBgn0003292,0.876354066,0.490365016
NimB5,FBgn0028936,0.780753261,0.490501763
Reg-5,FBgn0015801,0.574078211,0.490779442
CG31115,FBgn0051115,0.425830054,0.490963571
CG11596,FBgn0023522,0.065164408,0.490969224
Pex14,FBgn0037020,0.915000864,0.491015396
Sec8,FBgn0266672,0.994521904,0.491050557
CG6984,FBgn0034191,0.626174909,0.491364298
CG5745,FBgn0038855,0.154495064,0.491630039
CG12177,FBgn0030510,0.614221666,0.491676132
CG6659,FBgn0030946,0.27126213,0.491767114
Dysb,FBgn0036819,0.692686675,0.492148528
Nop60B,FBgn0259937,0.723008425,0.492265992
CG7706,FBgn0038640,0.856020783,0.492448857
Cyp4p3,FBgn0033397,0.273690431,0.492511997
RpL38,FBgn0040007,0.564981559,0.492562873
Snoo,FBgn0085450,0.539865222,0.492796996
CG7381,FBgn0038098,0.610571038,0.49283735
CG14257,FBgn0039479,0.100507082,0.493727044
Ant2,FBgn0025111,0.316294657,0.49382442
gcl,FBgn0005695,0.712314359,0.493836858
CG17716,FBgn0000633,0.561457028,0.494209968
Esp,FBgn0013953,0.442862068,0.494699771
CG16786,FBgn0034974,0.702344741,0.495003283
Rint1,FBgn0035762,0.965509397,0.49505891
x16,FBgn0028554,0.317275201,0.495233896
Rbp,FBgn0262483,0.898245721,0.495538534
DIP-theta,FBgn0051646,0.431594775,0.495597662
dikar,FBgn0261934,0.168587303,0.495996308
TyrRS-m,FBgn0035064,0.495891321,0.496014472
mu2,FBgn0002872,0.865223349,0.496342764
CG33099,FBgn0053099,0.106072821,0.496366492
rudhira,FBgn0266019,0.051762841,0.496378208
CG3714,FBgn0031589,0.630285136,0.496476132
PIG-L,FBgn0038763,0.169633275,0.496985186
CG7772,FBgn0030883,0.297654844,0.497541795
CG1544,FBgn0039827,0.003689663,0.497676004
Myo95E,FBgn0039157,0.17501848,0.497814797
vg,FBgn0003975,0.734726479,0.497972759
PpV,FBgn0003139,0.00229038,0.498348132
zf30C,FBgn0270924,0.969102319,0.498564076
CG5484,FBgn0039450,0.589287247,0.498580541
Timp,FBgn0025879,0.414590413,0.498801987
Ror,FBgn0010407,0.660813375,0.499080566
PCNA,FBgn0005655,0.45301699,0.499426042
CG8958,FBgn0030725,0.76373229,0.499695625
Gdi,FBgn0004868,0.981984632,0.499805435
CG12163,FBgn0260462,0.198796384,0.500015664
Gs1l,FBgn0019982,0.491793492,0.500131983
RpS16,FBgn0034743,0.961021086,0.500384147
CG9368,FBgn0036890,0.825195307,0.501872926
ICA69,FBgn0037050,0.036063083,0.501926442
alien,FBgn0013746,0.011210659,0.502121772
CG3678,FBgn0038461,0.780111101,0.502206317
mle,FBgn0002774,0.358781407,0.502585961
Tsp42Er,FBgn0033139,0.679026457,0.502787301
CG14516,FBgn0039640,0.055895286,0.503505959
Vdup1,FBgn0035103,0.729091487,0.503904519
Ptip,FBgn0052133,0.398599736,0.504144117
Nup154,FBgn0021761,0.586273017,0.504229292
CG5151,FBgn0036576,0.527262584,0.504384898
BOD1,FBgn0039560,0.218079488,0.504391922
sage,FBgn0037672,0.333782257,0.5046586
Xpc,FBgn0004698,0.718511319,0.504686752
CG9205,FBgn0035181,0.35543088,0.505115826
RpLP0,FBgn0000100,0.023824163,0.50528794
csw,FBgn0000382,0.279007572,0.505731841
Sidpn,FBgn0032741,0.00266323,0.505756528
CG31200,FBgn0051200,0.03861921,0.505982895
RpL17,FBgn0029897,0.03861921,0.505982895
CG5844,FBgn0038049,0.015186694,0.506023142
CG8188,FBgn0030863,0.130191757,0.506395885
CG6227,FBgn0030631,0.041054426,0.50640955
p38a,FBgn0015765,0.403409991,0.506546682
CG12003,FBgn0035234,0.390077794,0.506702548
Hs3st-B,FBgn0031005,0.775434412,0.507058832
CG11997,FBgn0037662,0.836956157,0.507076908
CG44252,FBgn0265187,0.792869856,0.507199926
GalNAc-T1,FBgn0034025,0.457060827,0.507313105
sgl,FBgn0261445,0.95604088,0.507429258
CG33143,FBgn0053143,0.794923834,0.50764035
CG30499,FBgn0050499,0.291862838,0.507648758
Lis-1,FBgn0015754,0.45795886,0.507654152
CG3394,FBgn0034999,0.030997532,0.507761431
CG11695,FBgn0030316,0.144531505,0.508066858
Cyp6a17,FBgn0015714,0.218067508,0.508072365
Sobp,FBgn0033654,0.102449156,0.508237002
Mal-B1,FBgn0032381,0.36238058,0.508360541
l(3)mbt,FBgn0002441,0.815928911,0.508435859
CG14445,FBgn0029851,0.499673364,0.508476355
mRpS18B,FBgn0032849,0.121184108,0.508743407
CG30022,FBgn0050022,0.558868787,0.50884681
mRpL54,FBgn0034579,0.506225465,0.508855143
CR33294,FBgn0053294,0.882604487,0.508920039
CG17209,FBgn0030687,0.908149683,0.509116509
Ire1,FBgn0261984,0.448171681,0.509145839
Zip89B,FBgn0038412,0.026468031,0.50924581
CG1690,FBgn0033442,0.416949053,0.509283942
MagR,FBgn0026666,0.951491801,0.509701012
CG1124,FBgn0037290,0.945704959,0.510018033
CG7275,FBgn0036500,0.245494696,0.510134331
Sec24AB,FBgn0033460,0.005116724,0.510228127
Gfrl,FBgn0262869,0.779910993,0.510577874
CG4607,FBgn0029932,0.15251539,0.510673129
CG6023,FBgn0030912,0.855835913,0.511065456
ppl,FBgn0027945,0.396323203,0.511071358
CG9915,FBgn0030738,0.774036568,0.511134788
Nmdmc,FBgn0010222,0.183133605,0.51118997
CG7272,FBgn0036501,0.678369262,0.511367517
rnh1,FBgn0023171,0.159872441,0.511450889
Ptp10D,FBgn0004370,0.033395048,0.511638345
CG17683,FBgn0262115,0.601348056,0.511750778
CG43841,FBgn0264393,0.003809364,0.511957866
CG9536,FBgn0031818,0.352809581,0.511978865
dco,FBgn0002413,0.580916595,0.512064116
Rab7,FBgn0015795,0.874851299,0.512174878
CG18537,FBgn0034323,0.388299161,0.512354495
Rab2,FBgn0014009,0.075931583,0.512818834
Gem2,FBgn0036850,0.405731656,0.512823309
Sclp,FBgn0030357,0.790753236,0.5130287
cv-d,FBgn0265048,0.410117179,0.51341528
Hrs,FBgn0031450,0.843044537,0.51405922
CG5162,FBgn0030828,0.735408712,0.514937474
l(1)G0469,FBgn0040153,0.88026155,0.514949442
ND-51,FBgn0031771,0.245560949,0.515006182
mfas,FBgn0260745,0.000115201,0.515278586
Tsp42El,FBgn0033134,0.801171404,0.515930202
CG12179,FBgn0025388,0.484917107,0.515970828
CG8578,FBgn0030699,0.712571147,0.516227266
l(3)73Ah,FBgn0002283,0.885019945,0.516457818
Notum,FBgn0044028,0.046799264,0.516712425
exp,FBgn0033668,0.574756979,0.51680479
CG6908,FBgn0037936,0.640290424,0.516908385
Kua,FBgn0032850,0.497591021,0.516971933
CG33120,FBgn0053120,0.292813566,0.517080109
CG5510,FBgn0039160,0.301093143,0.517102353
DNA-ligI,FBgn0262619,0.51518542,0.517176979
dpr16,FBgn0037295,0.575410735,0.517177764
JhI-1,FBgn0028426,0.016462214,0.517519674
MFS16,FBgn0034611,0.424566454,0.517567535
CG30411,FBgn0050411,0.882634691,0.51840181
Mer,FBgn0086384,0.375942538,0.518504128
Bre1,FBgn0086694,0.174297857,0.51878069
Rich,FBgn0028500,4.25E-06,0.51894692
ND-24,FBgn0030853,0.314141291,0.519056655
Cpr11A,FBgn0030394,0.12435765,0.519155773
Atg4a,FBgn0031298,0.11349365,0.519275817
